ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0110000000011111111 522 006121075774514 110000000011111111 106121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 206121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 306121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 406121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 506121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 606121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 706121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000001111111 016121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111100000001111111 026121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111100000000111111 036121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111110000000111111 046121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111110000000011111 056121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111110000000011111 066121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111111000000011111 076121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 000121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 001121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 002121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 003121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 004121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 005121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 007121075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000001111111 006021075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006221075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006321075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006421075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006521075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000111111111 006621075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000111111111 006721075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000011111111 006101075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000011111111 006111075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006131075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 006141075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 006151075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 006161075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000001111111 006171075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000001111111 006120075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006122075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006123075774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000111111111 006124075774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111000000111111111 006125075774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111000000111111111 006126075774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111100000111111111 006127075774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111000000000111111 006121175774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000000011111 006121275774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111100000000001111 006121375774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111110000000001111 006121475774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111110000000000111 006121575774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111111000000000011 006121675774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 111111000000000011 006121775774514 19.12 16.68 12.20
0110000000011111111 522 006121075774514 110000000011111111 006121005774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006121015774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006121025774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006121035774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006121045774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006121055774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 110000000011111111 006121065774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111111100000000111 006121070774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111110000000111111 006121071774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111100000001111111 006121072774514 19.12 16.68 9.60
0110000000011111111 522 006121075774514 111000000001111111 006121073774514 19.12 16.68 9.60
