ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111111111100000001 308 675305533247547 111111111110000000 075305533247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111110000000 175305533247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111110000000 275305533247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111110000000 375305533247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111110000001 475305533247547 16.99 14.59 11.70
0111111111100000001 308 675305533247547 111111111100000001 575305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 775305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111000000001 605305533247547 16.99 14.59 11.70
0111111111100000001 308 675305533247547 111111111100000001 615305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 625305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 635305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 645305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 655305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 665305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111110000000001 670305533247547 16.99 14.59 14.30
0111111111100000001 308 675305533247547 111111111000000001 671305533247547 16.99 14.59 11.70
0111111111100000001 308 675305533247547 111111111100000001 672305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 673305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 674305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 676305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 677305533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111111100000 675005533247547 16.99 12.51 11.70
0111111111100000001 308 675305533247547 111111111110000000 675105533247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111110000000 675205533247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111100000001 675405533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675505533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675605533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675705533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000000 675315533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675325533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675335533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675345533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675355533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675365533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675375533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675300533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675301533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675302533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675303533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000000 675304533247547 16.99 12.51 6.40
0111111111100000001 308 675305533247547 111111111100000001 675306533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675307533247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111100000001111111 675305033247547 16.99 16.68 11.70
0111111111100000001 308 675305533247547 111110000000111111 675305133247547 16.99 16.68 9.00
0111111111100000001 308 675305533247547 111111100000011111 675305233247547 16.99 16.68 14.30
0111111111100000001 308 675305533247547 111111110000000111 675305333247547 16.99 16.68 11.70
0111111111100000001 308 675305533247547 111111111000000011 675305433247547 16.99 16.68 9.00
0111111111100000001 308 675305533247547 111111111110000000 675305633247547 16.99 12.51 9.00
0111111111100000001 308 675305533247547 111111111111100000 675305733247547 16.99 12.51 11.70
0111111111100000001 308 675305533247547 111111111100000001 675305503247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675305513247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675305523247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675305543247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675305553247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675305563247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111100000001 675305573247547 16.99 14.59 9.00
0111111111100000001 308 675305533247547 111111111111111111 675305530247547 16.99 4.17 6.40
0111111111100000001 308 675305533247547 111111111111111111 675305531247547 16.99 4.17 6.40
0111111111100000001 308 675305533247547 111111111111100000 675305532247547 16.99 12.51 11.70
0111111111100000001 308 675305533247547 111111111000000011 675305534247547 16.99 16.68 9.00
0111111111100000001 308 675305533247547 111111110000000111 675305535247547 16.99 16.68 11.70
0111111111100000001 308 675305533247547 111111100000001111 675305536247547 16.99 16.68 11.70
0111111111100000001 308 675305533247547 111111000000001111 675305537247547 16.99 16.68 14.30
0111111111100000001 308 675305533247547 111111111111111111 675305533047547 16.99 4.17 6.40
