ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0110000000000000000 113 732360037515314 110000000000000111 032360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000001111 132360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000001111 232360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000000111 332360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000000111 432360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000000001 532360037515314 14.87 14.59 11.10
0110000000000000000 113 732360037515314 110000000000000000 632360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111111111000000000 702360037515314 14.87 12.51 13.80
0110000000000000000 113 732360037515314 111100000000000000 712360037515314 14.87 12.51 13.80
0110000000000000000 113 732360037515314 110000000000000000 722360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 110000000000000000 742360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111000000000000000 752360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111000000000000000 762360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111000000000000000 772360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111111111110000000 730360037515314 14.87 12.51 13.80
0110000000000000000 113 732360037515314 111000000000000000 731360037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 110000000000000001 733360037515314 14.87 14.59 11.10
0110000000000000000 113 732360037515314 110000000000000111 734360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000000111 735360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000001111 736360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 110000000000001111 737360037515314 14.87 16.68 13.80
0110000000000000000 113 732360037515314 111100000000000000 732060037515314 14.87 12.51 13.80
0110000000000000000 113 732360037515314 111000000000000000 732160037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 110000000000000000 732260037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 110000000000000000 732460037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 110000000000000000 732560037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111000000000000000 732660037515314 14.87 12.51 8.50
0110000000000000000 113 732360037515314 111100000000000000 732760037515314 14.87 12.51 13.80
0110000000000000000 113 732360037515314 111000000000000000 732300037515314 14.87 12.51 8.50
