ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111000000000000011 147 547675166342704 111000000000000111 047675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 147675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 247675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 347675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 447675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 647675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 747675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 110000000001111111 507675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 110000000000001111 517675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 527675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 537675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 557675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000001 567675166342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000001 577675166342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111111111111111111 540675166342704 19.12 4.17 4.30
0111000000000000011 147 547675166342704 111111111111111111 541675166342704 19.12 4.17 4.30
0111000000000000011 147 547675166342704 111000000000001111 542675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 543675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 544675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 545675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 546675166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111111000000000000 547075166342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111110000000000000 547175166342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111100000000000000 547275166342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111100000000000001 547375166342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000001 547475166342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000011 547575166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547775166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000001111 547605166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000001111 547615166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547625166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547635166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547645166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547655166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547665166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000000 547670166342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000000000 547671166342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000000001 547672166342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000001 547673166342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000011 547674166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547676166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547677166342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111111111111111111 547675066342704 19.12 4.17 4.30
0111000000000000011 147 547675166342704 111000000000000000 547675266342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111100000000000000 547675366342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111100000000000000 547675466342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111110000000000000 547675566342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111111000000000000 547675666342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111111000000000000 547675766342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000000011 547675106342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675116342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675126342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675136342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675146342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675156342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675176342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111111111100000000 547675160342704 19.12 12.51 9.60
0111000000000000011 147 547675166342704 111111100000000000 547675161342704 19.12 12.51 9.60
0111000000000000011 147 547675166342704 111110000000000000 547675162342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111100000000000000 547675163342704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111100000000000001 547675164342704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675165342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547675167342704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111111100000000000 547675166042704 19.12 12.51 9.60
0111000000000000011 147 547675166342704 111100000000000000 547675166142704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000000001 547675166242704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000111 547675166442704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000001111 547675166542704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000001111 547675166642704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000011111 547675166742704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000000 547675166302704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000000000 547675166312704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000000001 547675166322704 19.12 14.59 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675166332704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000011 547675166352704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547675166362704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000111 547675166372704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111110000000111111 547675166340704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 111000000000000000 547675166341704 19.12 12.51 6.90
0111000000000000011 147 547675166342704 111000000000001111 547675166343704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 110000000000111111 547675166344704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 110000000001111111 547675166345704 19.12 16.68 9.60
0111000000000000011 147 547675166342704 110000000011111111 547675166346704 19.12 16.68 9.60
