ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0110000000000000001 6 454624527606207 110000000000000001 054624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 154624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 254624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 354624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 554624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 654624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000000 754624527606207 16.99 12.51 6.40
0110000000000000001 6 454624527606207 100000000000000000 404624527606207 16.99 10.42 9.00
0110000000000000001 6 454624527606207 100000000000000001 414624527606207 16.99 12.51 11.70
0110000000000000001 6 454624527606207 100000000000000001 424624527606207 16.99 12.51 11.70
0110000000000000001 6 454624527606207 100000000000000001 434624527606207 16.99 12.51 11.70
0110000000000000001 6 454624527606207 110000000000000001 444624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 464624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 474624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000000 450624527606207 16.99 12.51 6.40
0110000000000000001 6 454624527606207 100000000000000000 451624527606207 16.99 10.42 9.00
0110000000000000001 6 454624527606207 110000000000000000 452624527606207 16.99 12.51 6.40
0110000000000000001 6 454624527606207 110000000000000001 453624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 455624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 456624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 457624527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 111000000000000000 454024527606207 16.99 12.51 9.00
0110000000000000001 6 454624527606207 111000000000000000 454124527606207 16.99 12.51 9.00
0110000000000000001 6 454624527606207 110000000000000000 454224527606207 16.99 12.51 6.40
0110000000000000001 6 454624527606207 110000000000000001 454324527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454424527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454524527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454724527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454604527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454614527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454634527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454644527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454654527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454664527606207 16.99 14.59 9.00
0110000000000000001 6 454624527606207 110000000000000001 454674527606207 16.99 14.59 9.00
