ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111111111000000011 4 025215461477116 111111110000000011 125215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 225215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 325215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 425215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 525215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 625215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 725215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 005215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 015215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000001 035215461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111100000001 045215461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111100000000 055215461477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111110000000 065215461477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111110000000 075215461477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111100000000011 020215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 021215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 022215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 023215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 024215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 026215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 027215461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111111000000 025015461477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111000000001 025115461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111110000000011 025315461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000111 025415461477116 19.12 16.68 6.90
0111111111000000011 4 025215461477116 111111110000000111 025515461477116 19.12 16.68 6.90
0111111111000000011 4 025215461477116 111111110000000111 025615461477116 19.12 16.68 6.90
0111111111000000011 4 025215461477116 111111100000000111 025715461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000001 025205461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111110000000011 025225461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 025235461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 025245461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 025255461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000001 025265461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111110000000001 025275461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111000000000 025210461477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111000000001 025211461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111000000001 025212461477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111000000011 025213461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025214461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025216461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025217461477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111110000000011111 025215061477116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111110000000011111 025215161477116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111111000000001111 025215261477116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111111100000000111 025215361477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111100000001 025215561477116 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111110000000 025215661477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111111000000 025215761477116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111000000011 025215401477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215411477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215421477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215431477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215441477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215451477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215471477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111111111000 025215460477116 19.12 12.51 9.60
0111111111000000011 4 025215461477116 111111000000001111 025215462477116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111110000000011111 025215463477116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111100000000111111 025215464477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111100000001111111 025215465477116 19.12 16.68 6.90
0111111111000000011 4 025215461477116 111000000001111111 025215466477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111000000001111111 025215467477116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111111111111 025215461077116 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111110 025215461177116 19.12 10.42 6.90
0111111111000000011 4 025215461477116 111111111111000000 025215461277116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111100000000 025215461377116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111110000000111 025215461577116 19.12 16.68 6.90
0111111111000000011 4 025215461477116 111111100000001111 025215461677116 19.12 16.68 6.90
0111111111000000011 4 025215461477116 111111000000001111 025215461777116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111110000000000000 025215461407116 19.12 12.51 9.60
0111111111000000011 4 025215461477116 111111000000000001 025215461417116 19.12 14.59 12.20
0111111111000000011 4 025215461477116 111111000000000111 025215461427116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111111000000000111 025215461437116 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111111100000000111 025215461447116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111100000000111 025215461457116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111110000000011 025215461467116 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111111111111 025215461470116 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111111 025215461471116 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111111 025215461472116 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111000 025215461473116 19.12 12.51 9.60
0111111111000000011 4 025215461477116 111111111111000000 025215461474116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111110000000 025215461475116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111000000000 025215461476116 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111000000001 025215461477016 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111111000000011 025215461477216 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000111 025215461477316 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000111 025215461477416 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000111 025215461477516 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000000111 025215461477616 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111000001111 025215461477716 19.12 16.68 12.20
0111111111000000011 4 025215461477116 111111000000011111 025215461477106 19.12 16.68 9.60
0111111111000000011 4 025215461477116 111111111110000000 025215461477126 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111111110000 025215461477136 19.12 12.51 9.60
0111111111000000011 4 025215461477116 111111111111111110 025215461477146 19.12 10.42 6.90
0111111111000000011 4 025215461477116 111111111111111111 025215461477156 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111111 025215461477166 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111111 025215461477176 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111111 025215461477110 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111111 025215461477111 19.12 4.17 4.30
0111111111000000011 4 025215461477116 111111111111111110 025215461477112 19.12 10.42 6.90
0111111111000000011 4 025215461477116 111111111111110000 025215461477113 19.12 12.51 9.60
0111111111000000011 4 025215461477116 111111111110000000 025215461477114 19.12 12.51 6.90
0111111111000000011 4 025215461477116 111111111100000001 025215461477115 19.12 14.59 9.60
0111111111000000011 4 025215461477116 111111110000000111 025215461477117 19.12 16.68 6.90
0111111111000000011 374 562155010704105 111111110000000000 062155010704105 19.12 12.51 6.90
0111111111000000011 374 562155010704105 111111110000000000 162155010704105 19.12 12.51 6.90
0111111111000000011 374 562155010704105 111111110000000000 262155010704105 19.12 12.51 6.90
0111111111000000011 374 562155010704105 111111110000000000 362155010704105 19.12 12.51 6.90
0111111111000000011 374 562155010704105 111111110000000001 462155010704105 19.12 14.59 9.60
0111111111000000011 374 562155010704105 111111111000000111 662155010704105 19.12 16.68 9.60
0111111111000000011 374 562155010704105 111111111000001111 762155010704105 19.12 16.68 12.20
0111111111000000011 374 562155010704105 111111111111111111 502155010704105 19.12 4.17 4.30
0111111111000000011 374 562155010704105 111111000000011111 512155010704105 19.12 16.68 9.60
0111111111000000011 374 562155010704105 111111000000001111 522155010704105 19.12 16.68 12.20
0111111111000000011 374 562155010704105 111111100000000111 532155010704105 19.12 16.68 9.60
0111111111000000011 374 562155010704105 111111110000000111 542155010704105 19.12 16.68 6.90
0111111111000000011 374 562155010704105 111111110000000011 552155010704105 19.12 16.68 9.60
0111111111000000011 374 562155010704105 111111111000000011 572155010704105 19.12 16.68 9.60
