ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111110010111111111 30040 166244777060254 111110011110000000 066244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011010000000 266244777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011110000000 366244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110010110000000 466244777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110010110000000 566244777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011110000000 666244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110001001000000 766244777060254 21.24 20.85 20.50
0111110010111111111 30040 166244777060254 111110010110000000 106244777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110010110000000 116244777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011110000000 126244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011110000000 136244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110010110000000 146244777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011010000000 156244777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110010110000000 176244777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110001111000000 160244777060254 21.24 18.76 20.50
0111110010111111111 30040 166244777060254 111110011111000000 161244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011010000000 162244777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011110000000 163244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011110000000 164244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011010000000 165244777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011110000000 167244777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110010110000000 166044777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011110000000 166144777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110010110000000 166344777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011110000000 166444777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011110000000 166544777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011110000000 166644777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011010000000 166744777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111111111000000000 166204777060254 21.24 12.51 10.10
0111110010111111111 30040 166244777060254 111111111000000000 166214777060254 21.24 12.51 10.10
0111110010111111111 30040 166244777060254 111111111100000000 166224777060254 21.24 12.51 10.10
0111110010111111111 30040 166244777060254 111111100111110111 166234777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111101110000000000 166254777060254 21.24 16.68 17.90
0111110010111111111 30040 166244777060254 111011000000000000 166264777060254 21.24 16.68 17.90
0111110010111111111 30040 166244777060254 110110000000000000 166274777060254 21.24 16.68 17.90
0111110010111111111 30040 166244777060254 111110010110000000 166240777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110010110000000 166241777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011110000000 166242777060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011010000000 166243777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011010000000 166245777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110010110000000 166246777060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011010000000 166247777060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111111111111111111 166244077060254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111111 166244177060254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111111 166244277060254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111111 166244377060254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111111 166244477060254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111000 166244577060254 21.24 12.51 10.10
0111110010111111111 30040 166244777060254 111111001111011110 166244677060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011010000000 166244707060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011110000000 166244717060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011110000000 166244727060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110010110000000 166244737060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110011010000000 166244747060254 21.24 22.93 17.90
0111110010111111111 30040 166244777060254 111110011110000000 166244757060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110011110000000 166244767060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110111110000000 166244770060254 21.24 16.68 17.90
0111110010111111111 30040 166244777060254 111110011110000000 166244771060254 21.24 18.76 15.30
0111110010111111111 30040 166244777060254 111110111110000000 166244772060254 21.24 16.68 17.90
0111110010111111111 30040 166244777060254 111110111110000000 166244773060254 21.24 16.68 17.90
0111110010111111111 30040 166244777060254 111110111010000000 166244774060254 21.24 18.76 17.90
0111110010111111111 30040 166244777060254 111110010110000000 166244775060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111110010110000000 166244776060254 21.24 25.02 17.90
0111110010111111111 30040 166244777060254 111111111111111111 166244777160254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111111 166244777260254 21.24 4.17 4.80
0111110010111111111 30040 166244777060254 111111111111111111 166244777360254 21.24 4.17 4.80
