ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111000000000000000 15 122657054704264 111000000000000000 022657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 222657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 322657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111100000000000000 422657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111111111100000000 522657054704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111111111111000 622657054704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111111111111100 722657054704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111000000000000000 102657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 112657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 132657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 142657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 152657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111100000000000000 162657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111100000000000000 172657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111111110000000000 120657054704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111000000000000000 121657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 123657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 124657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 125657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 126657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 127657054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111110000000000000 122057054704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111100000000000000 122157054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111100000000000000 122257054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122357054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122457054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122557054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122757054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111100000000000000 122607054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122617054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122627054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122637054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122647054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122667054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122677054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122650054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122651054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122652054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122653054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122654054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122655054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122656054704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111100000000000000 122657154704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111110000000000000 122657254704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111000000000000 122657354704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111000000000000 122657454704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111100000000000 122657554704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111110000000000 122657654704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111111110000000000 122657754704264 14.87 12.51 13.80
0111000000000000000 15 122657054704264 111000000000000000 122657004704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122657014704264 14.87 12.51 8.50
0111000000000000000 15 122657054704264 111000000000000000 122657024704264 14.87 12.51 8.50
