ParentPhenotype line ParentGenotype MutantPhenotype MutantGenotype KC_col1 KC_col4 Conditional_Complexity
0111111111111111111 0 443532701576411 111111111111111111 043532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 143532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 243532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 343532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 543532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 643532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 743532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 403532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 413532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 423532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 433532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 453532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 463532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 473532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111100 440532701576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111111 441532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 442532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 444532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 445532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 446532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 447532701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443032701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443132701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443232701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443332701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443432701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443632701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443732701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443502701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443512701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443522701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443542701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443552701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443562701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443572701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443530701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443531701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443533701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443534701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443535701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443536701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443537701576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111100000000011 443532001576411 10.62 16.68 12.80
0111111111111111111 0 443532701576411 111111111000000011 443532101576411 10.62 16.68 12.80
0111111111111111111 0 443532701576411 111111111110000000 443532201576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111100000 443532301576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111100 443532401576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111111 443532501576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532601576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532711576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532721576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532731576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532741576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532751576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532761576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532771576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532700576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532702576411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111110000 443532703576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111000000 443532704576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111100000000 443532705576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111000000000 443532706576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111110000000000 443532707576411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111111 443532701076411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701176411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701276411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701376411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701476411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701676411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701776411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111110000000 443532701506411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111000000 443532701516411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111110000 443532701526411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111100 443532701536411 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111111 443532701546411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701556411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701566411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701570411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701571411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701572411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701573411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701574411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701575411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701577411 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576011 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576111 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576211 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576311 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576511 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576611 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111111111 443532701576711 10.62 4.17 2.40
0111111111111111111 0 443532701576411 111111111111100000 443532701576401 10.62 12.51 7.60
0111111111111111111 0 443532701576411 111111111111111111 443532701576421 10.62 4.17 2.40
